Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-01-30,8.54,8.96,8.54,8.96,60,BE,9.0,6.67,60.0
2026-02-01,9.4,9.4,9.4,9.4,7,BE,4.0,1.75,7.0
2026-02-02,9.87,9.87,9.87,9.87,331,BE,7.0,47.29,331.0
2026-02-03,10.36,10.36,10.36,10.36,77,BE,7.0,11.0,77.0
2026-02-04,10.87,10.87,10.87,10.87,28,BE,6,4.67,28
2026-02-05,11.41,11.41,11.41,11.41,31,BE,2,15.5,31
2026-02-06,11.98,11.98,11.98,11.98,24,BE,6,4.0,24
2026-02-16,12.57,12.57,12.57,12.57,48,BE,5,9.6,48
2026-02-23,12.0,13.19,12.0,13.19,130,BE,10,13.0,130
2026-03-02,13.84,13.84,13.84,13.84,83,BE,7,11.86,83
