Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-05-05,,,,1234.74,382371746,110.07,,,,
2025-05-06,,,,1192.96,101321946,106.34,,,,
2025-05-07,,,,1214.34,117806238,108.25,,,,
2025-05-08,,,,1187.53,121515558,105.75,,,,
2025-05-09,,,,1187.34,78919033,105.07,,,,
2025-05-12,,,,1251.13,112955970,110.71,,,,
2025-05-13,,,,1241.4,211560432,111.57,,,,
2025-05-14,,,,1253.79,127176070,112.68,,,,
2025-05-15,,,,1276.63,207154232,114.63,,,,
2025-05-16,,,,1290.84,231003859,115.78,,,,
2025-05-19,,,,1267.88,153018410,113.72,,,,
2025-05-20,,,,1240.37,315211232,108.41,,,,
2025-05-21,,,,1264.1,347029920,110.49,,,,
2025-05-22,,,,1262.99,108363012,110.39,,,,
2025-05-23,,,,1287.56,124692233,112.54,,,,
2025-05-26,,,,1273.75,159893099,111.23,,,,
2025-05-27,,,,1264.87,289097418,110.45,,,,
2025-05-28,,,,1255.87,142117641,109.61,,,,
2025-05-29,,,,1273.54,141192216,102.48,,,,
2025-05-30,,,,1281.0,736889712,108.04,,,,
2025-06-02,,,,1287.26,153710001,107.65,,,,
2025-06-03,,,,1281.48,207463599,105.7,,,,
2025-06-04,,,,1309.46,182578323,107.55,,,,
2025-06-05,,,,1346.04,261535745,110.55,,,,
2025-06-06,,,,1364.08,149273173,111.99,,,,
2025-06-09,,,,1364.15,120726951,111.99,,,,
2025-06-10,,,,1359.26,167207063,111.59,,,,
2025-06-11,,,,1355.57,294257890,111.29,,,,
2025-06-12,,,,1324.0,134686052,108.69,,,,
2025-06-13,,,,1318.23,105059100,108.22,,,,
2025-06-16,,,,1329.53,107795462,109.15,,,,
2025-06-17,,,,1321.94,77829549,108.53,,,,
2025-06-18,,,,1318.92,80901090,108.28,,,,
2025-06-19,,,,1307.95,133660832,107.38,,,,
2025-06-20,,,,1326.94,221295595,108.94,,,,
2025-06-23,,,,1332.58,101997556,109.4,,,,
2025-06-24,,,,1334.53,130194903,109.56,,,,
2025-06-25,,,,1343.15,180612010,110.27,,,,
2025-06-26,,,,1357.19,246075627,111.31,,,,
2025-06-27,,,,1354.32,279347152,111.08,,,,
2025-06-30,,,,1355.15,130214582,111.57,,,,
2025-07-01,,,,1346.63,80816212,110.87,,,,
2025-07-02,,,,1341.42,75214674,110.44,,,,
2025-07-03,,,,1341.58,148011894,110.45,,,,
2025-07-04,,,,1339.54,89763523,110.29,,,,
2025-07-07,,,,1332.05,128399834,109.67,,,,
2025-07-08,,,,1344.67,94028881,110.71,,,,
2025-07-09,,,,1350.33,133369531,111.17,,,,
2025-07-10,,,,1350.35,113500608,111.18,,,,
2025-07-11,,,,1339.24,86613812,110.26,,,,
2025-07-14,,,,1362.84,121176207,112.2,,,,
2025-07-15,,,,1361.91,104863142,112.13,,,,
2025-07-16,,,,1353.22,78003457,111.41,,,,
2025-07-17,,,,1348.24,193182663,111,,,,
2025-07-18,,,,1334.57,127581825,109.82,,,,
2025-07-21,,,,1364.02,136665703,116.21,,,,
2025-07-22,,,,1415.1,423126826,119.82,,,,
2025-07-23,,,,1423.08,152520279,123.05,,,,
2025-07-24,,,,1427.41,197107321,106.33,,,,
2025-07-25,,,,1405.53,101816860,104.7,,,,
2025-07-28,,,,1396.1,82573715,102.07,,,,
2025-07-29,,,,1402.43,81245506,102.53,,,,
2025-07-30,,,,1398.78,70571662,101.75,,,,
2025-07-31,,,,1399.92,84227198,101.84,,,,
2025-08-01,,,,1385.36,77779708,100.77,,,,
2025-08-04,,,,1394.24,74649472,103.92,,,,
2025-08-05,,,,1373.85,84154232,101.91,,,,
2025-08-06,,,,1363.81,87607137,101.15,,,,
2025-08-07,,,,1381.33,444066938,102.45,,,,
2025-08-08,,,,1366.5,86955683,101.35,,,,
2025-08-11,,,,1397.47,112167881,103.64,,,,
2025-08-12,,,,1391.58,143627517,102,,,,
2025-08-13,,,,1418.11,153483250,103.95,,,,
2025-08-14,,,,1426.42,117557311,106.71,,,,
2025-08-18,,,,1434.91,130788723,106.99,,,,
2025-08-19,,,,1465.87,121307570,109.3,,,,
2025-08-20,,,,1478.18,232799290,110.22,,,,
2025-08-21,,,,1470.89,136921759,110.2,,,,
2025-08-22,,,,1460.4,102027449,109.41,,,,
2025-08-25,,,,1463.96,105448528,109.68,,,,
2025-08-26,,,,1447.11,782893285,108.42,,,,
2025-08-28,,,,1427.64,187750231,106.96,,,,
2025-08-29,,,,1409.75,169031865,105.72,,,,
2025-09-01,,,,1440.69,114300988,108.04,,,,
2025-09-02,,,,1442.29,107659023,108.16,,,,
2025-09-03,,,,1458.69,104613023,109.39,,,,
2025-09-04,,,,1448.34,117367565,108.62,,,,
2025-09-05,,,,1460.88,151475358,109.56,,,,
2025-09-08,,,,1462.4,93611556,109.67,,,,
2025-09-09,,,,1455.88,73905801,109.18,,,,
2025-09-10,,,,1457.77,73285755,109.32,,,,
2025-09-11,,,,1452.16,74416973,108.9,,,,
2025-09-12,,,,1441.06,72065549,108.07,,,,
2025-09-15,,,,1448.29,65037090,108.61,,,,
2025-09-16,,,,1455.13,75132379,109.12,,,,
2025-09-17,,,,1455.72,63844902,109.17,,,,
2025-09-18,,,,1468.88,78180660,110.16,,,,
2025-09-19,,,,1466.69,144751459,109.99,,,,
2025-09-22,,,,1471.72,77754668,110.37,,,,
2025-09-23,,,,1461.06,75563349,109.57,,,,
2025-09-24,,,,1443.7,67454457,108.27,,,,
2025-09-25,,,,1429.96,58822035,107.24,,,,
2025-09-26,,,,1391.37,77346002,104.34,,,,
2025-09-29,,,,1394.06,90755257,104.54,,,,
