Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-02-20,8765770,5750,1524.48,8765770,
2023-02-21,8902381,3498,2544.99,8902381,
2023-02-22,31380875,20870,1503.64,31380875,
2023-02-23,15096767,44977,335.66,15096767,
2023-02-24,11936852,18975,629.08,11936852,
2023-02-27,7186494,17919,401.05,7186494,
2023-02-28,5996625,12678,472.99,5996625,
2023-03-01,6631416,12356,536.7,6631416,
2023-03-02,4149208,3184,1303.14,4149208,
2023-03-03,11609913,27033,429.47,11609913,
2023-03-06,14868814,35844,414.82,9256833,
2023-03-08,11493479,20887,550.27,9420854,
2023-03-09,8044416,16055,501.05,6341906,
2023-03-10,3408013,13451,253.37,2318425,
2023-03-13,6382429,21932,291.01,4923834,
2023-03-14,4942981,15333,322.38,4033968,
2023-03-15,2586162,26267,98.46,1799682,
2023-03-16,6789060,12464,544.69,4383888,
2023-03-17,9770409,30036,325.29,7911731,
2023-03-20,4757914,13194,360.61,3995414,
2023-03-21,11742014,17455,672.7,10114025,
2023-03-22,5527344,9365,590.21,4319472,
2023-03-23,4507098,7445,605.39,3645255,
2023-03-24,3706604,7457,497.06,2837551,
2023-03-27,3853769,13379,288.05,3089577,
2023-03-28,3387343,8522,397.48,2444099,
2023-03-29,9824141,17029,576.91,7990117,
2023-03-31,16268204,20781,782.84,13183968,
2023-04-03,3264090,14158,230.55,2320442,
2023-04-05,3276172,10880,301.12,2243666,
2023-04-06,11431184,13420,851.8,7302873,
2023-04-10,5640948,11632,484.95,4055907,
2023-04-11,2815463,11397,247.04,1828831,
2023-04-12,3683477,10399,354.21,2194048,
2023-04-13,2616084,8253,316.99,1876084,
2023-04-17,3965734,10732,369.52,2696850,
2023-04-18,5240891,9620,544.79,3766767,
2023-04-19,11601830,21889,530.03,5150401,
2023-04-20,23003085,40357,569.99,10278796,
2023-04-21,6152410,13578,453.12,3569110,
2023-04-24,4707807,15186,310.01,2898875,
2023-04-25,7089321,14314,495.27,4314690,
2023-04-26,4893954,13306,367.8,2780166,
2023-04-27,5130726,15577,329.38,3592146,
2023-04-28,3353590,13261,252.89,2068782,
2023-05-02,8421795,18903,445.53,4731910,
2023-05-03,10054301,18170,553.35,5372692,
2023-05-04,4195006,12147,345.35,2313317,
2023-05-05,5271120,14366,366.92,2622055,
2023-05-08,2153811,9547,225.6,1302675,
2023-05-09,4238352,15526,272.98,2480920,
2023-05-10,2631109,9078,289.83,1190610,
2023-05-11,3026423,9684,312.52,1471861,
2023-05-12,6095509,17782,342.79,2652029,
2023-05-15,2408013,12938,186.12,1604338,
2023-05-16,3267932,11641,280.73,2364522,
2023-05-17,1979463,8080,244.98,1126271,
2023-05-18,3592178,7919,453.62,2506781,
2023-05-19,2993288,6850,436.98,2142988,
2023-05-22,2926146,8107,360.94,2128025,
2023-05-23,5992562,14387,416.53,4317068,
2023-05-24,4148914,12981,319.61,2572446,
2023-05-25,19587607,26783,731.34,10748007,
2023-05-26,8026539,17161,467.72,4882113,
2023-05-29,4702905,14357,327.57,2861043,
2023-05-30,6308527,9515,663.01,4269489,
2023-05-31,30180639,34605,872.15,20735345,
2023-06-01,12976469,32586,398.22,6382590,
2023-06-02,5611639,18556,302.42,3215497,
2023-06-05,4413628,13360,330.36,3041717,
2023-06-06,10344283,23135,447.13,5304114,
2023-06-07,9334846,21998,424.35,5504892,
2023-06-08,5149742,15313,336.3,2774388,
2023-06-09,4124296,8082,510.31,2202617,
2023-06-12,2165868,5921,365.79,1114905,
2023-06-13,3026813,9274,326.38,1818770,
2023-06-14,3372951,10622,317.54,2202286,
2023-06-15,3150617,12633,249.4,1692440,
2023-06-16,8865464,20266,437.46,5264915,
2023-06-19,7944152,29059,273.38,4614479,
2023-06-20,3741176,16417,227.88,2565301,
2023-06-21,2429698,9907,245.25,1513732,
2023-06-22,2418220,14236,169.87,1586640,
2023-06-23,3227236,13272,243.16,1998704,
2023-06-26,3096413,21923,141.24,1487703,
2023-06-27,1805475,8765,205.99,1154803,
2023-06-28,1978472,9160,215.99,1032818,
2023-06-30,3170219,14882,213.02,1797960,
2023-07-03,3773287,13565,278.16,2365979,
2023-07-04,4980331,17621,282.64,2315718,
2023-07-05,2925209,10771,271.58,1975792,
2023-07-06,2073878,9780,212.05,1195449,
2023-07-07,2080263,11240,185.08,1466972,
2023-07-10,1938337,8989,215.63,1143713,
2023-07-11,4238297,13128,322.84,2476537,
2023-07-12,4197184,17027,246.5,2077420,
2023-07-13,3610728,16804,214.87,1798884,
2023-07-14,2439931,15216,160.35,1309740,
2023-07-17,2981211,11739,253.96,1693006,
2023-07-18,14723388,30441,483.67,5997758,
2023-07-19,4475267,11290,396.39,2711482,
2023-07-20,2575114,9994,257.67,1851631,
2023-07-21,2979749,8822,337.76,1681803,
2023-07-24,4082266,8195,498.14,2171162,
2023-07-25,3927402,12177,322.53,2214514,
2023-07-26,8163997,15781,517.33,3440513,
2023-07-27,4076463,9892,412.1,1996294,
2023-07-28,16320571,27992,583.04,9054016,
2023-07-31,8286883,19035,435.35,4479530,
2023-08-01,4240820,10957,387.04,2921945,
2023-08-02,6200069,15510,399.75,3553868,
2023-08-03,3952461,13480,293.21,2365290
2023-08-04,3300985,8818,374.35,2215947
