Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-09-27,33760453,357818,94.35,24281099
2023-09-28,5474077,127931,42.79,2928189
2023-09-29,1962406,53169,36.91,1089995
2023-10-03,1524222,36483,41.78,666315
2023-10-04,2229825,38389,58.08,1041936
2023-10-05,1058198,20175,52.45,469266
2023-10-06,1825115,24005,76.03,930151
2023-10-09,914208,13284,68.82,493977
2023-10-10,1171823,12646,92.66,501904
2023-10-11,910216,13605,66.9,289923
2023-10-12,2689691,62171,43.26,1145966
2023-10-13,5542901,66922,82.83,2064420
