Date,TTL_TRD_QNTY,NO_OF_TRADES,QTY_PER_TRADE,DELIV_QTY,DELIV_PER
2023-06-09,7308,777,9.41,5295
2023-06-12,28360,1921,14.76,17986
2023-06-13,44403,6085,7.3,14946
2023-06-14,8669,1800,4.82,4405
2023-06-15,56911,5325,10.69,14586
2023-06-16,9569,1973,4.85,4396
2023-06-19,21915,4879,4.49,12163
2023-06-20,17679,3506,5.04,7332
2023-06-21,52319,7741,6.76,16830
2023-06-22,21867,6002,3.64,10247
2023-06-23,9082,1661,5.47,5539
2023-06-26,14958,2116,7.07,9839
2023-06-27,2561,625,4.1,1365
2023-06-28,4926,753,6.54,3433
2023-06-30,4133,864,4.78,2562
2023-07-03,2726,572,4.77,1402
2023-07-04,4928,931,5.29,3104
2023-07-05,6327,1259,5.03,3635
2023-07-06,10074,1469,6.86,6290
2023-07-07,5507,939,5.86,3735
2023-07-10,4942,711,6.95,3368
2023-07-11,7093,1224,5.79,3619
2023-07-12,3690,684,5.39,2739
2023-07-13,2442,564,4.33,1545
2023-07-14,6129,1317,4.65,3061
